inovasiId,namaInovasi,deskripsi,fotoInovasi,fotoInovasi2,fotoInovasi3,fotoInovasi4
6a097a8ad4c6f7eebc7f7f8a,Agrowisata Belimbing,"Wisata edukasi kebun belimbing di Desa Watesari, Sidoarjo.",https://drive.google.com/file/d/14psh1EW5zV-imoozx9fvMf9bQmy05jLO/view?usp=drive_link,https://drive.google.com/file/d/144rHk5OcxUOtSQ1EOz3CXsXU8fzo5Av9/view?usp=drive_link,,
6a097a8cd4c6f7eebc7f7f8d,BAJRA,Program mandiri berbasis komunitas untuk menanggulangi rabies di tingkat desa.,https://drive.google.com/file/d/1p7VKxubY7exKrHjIT1r865NE__luoHJk/view?usp=drive_link,https://drive.google.com/file/d/1Au-hyIg83BjrcjV8JvqUl6z5r5SCVBlg/view?usp=drive_link,https://drive.google.com/file/d/1CEDAMnuUWzZ5e65q-HQnPZSC8nSSkdqW/view?usp=drive_link,
6a097a8ed4c6f7eebc7f7f90,Telunjuk Sakti,"Layanan kependudukan digital penuh lewat aplikasi Telunjuk Sakti dan loket mandiri di 294 desa, tanpa tatap muka.",https://drive.google.com/file/d/19j66WA-m1-zXItjWJtP-LoSUrc_cgdMV/view?usp=drive_link,https://drive.google.com/file/d/18zzxq23KmoQc2Liirbj3u7UVJsmIcOOv/view?usp=drive_link,https://drive.google.com/file/d/12d_VRxxWVHMDq6d3RpObjBmiRWq2eC7p/view?usp=drive_link,https://drive.google.com/file/d/1B3uo6WOSQOgZ-uG3ZZyl64NYG8Uy3vXQ/view?usp=drive_link
6a097a8fd4c6f7eebc7f7f93,Coffee Wood and Coconut Rope Dog Chew,"Mainan kunyah hewan dari limbah kayu kopi dan sabut kelapa, tembus pasar AS & Eropa, memberdayakan Desa Popongan.",https://drive.google.com/file/d/1mk7Rl38i9aR17UM3PmI8EYVSvJrepS_I/view?usp=drive_link,,,
6a097a91d4c6f7eebc7f7f96,Insana,"Insinerator mikro logam bakar sampah rumah tangga suhu tinggi, dilengkapi ventilasi minimalisir emisi, residu untuk pertanian.",https://drive.google.com/file/d/1icaQWiE5E6NLU3dBEu_Sy16qY2IHKrWy/view?usp=drive_link,,,
6a097a92d4c6f7eebc7f7f99,UPTD Perbibitan Ternak (BIB) Kabupaten Blora,"Pusat produksi semen beku sapi unggul di Blora, satu-satunya di Jateng, sumber PAD daerah.",https://drive.google.com/file/d/1D4kjYgow9tXWj-xuSJLwMp9J0x-UTHq0/view?usp=drive_link,https://drive.google.com/file/d/19G-A9NvnlBUcMSTAN-9wSddPvOqdHrF9/view?usp=drive_link,https://drive.google.com/file/d/10x880-zDMqIgnS4Jx6gpY1VldIW7AtbV/view?usp=drive_link,
6a097a94d4c6f7eebc7f7f9c,Preci-Rice,"Teknologi drone pemetaan kebutuhan nutrisi padi (N,P,K) oleh PT Pupuk Indonesia, meningkatkan efisiensi dan produktivitas.",https://drive.google.com/file/d/1N-xoi8EsRi7mIN1FuqNLOscT1GQm8HSx/view?usp=drive_link,https://drive.google.com/file/d/1ui1Y46Kul80-B7bxnhsougPsTjwPnrR1/view?usp=drive_link,,
6a0983170623d0976a16f34c,Kampung Konversavi Kelor,"Wisata edukasi & pusat olahan kelor organik ekspor di Ngawenombo, Blora; 150 varian produk, atasi stunting.",https://drive.google.com/file/d/1djvOwIBwIQ-D_uMsnwHKdHLxl87M2-MJ/view?usp=drive_link,https://drive.google.com/file/d/1yHvPM9-oIT4Gcj71QTsWUDPan5riWWWK/view?usp=drive_link,https://drive.google.com/file/d/1U0_qxGbEkuxl-rDsoYrzQ12ZXQ9czC7O/view?usp=drive_link,https://drive.google.com/file/d/1JRdZXnopPida1M7DZhG37c9oJswLqv6f/view?usp=drive_link
6a097a97d4c6f7eebc7f7f9f,Rappo,"Olah sampah plastik HDPE & kresek jadi tekstil sintetis kuat, tahan air, estetika kulit/kain premium, jadi produk fashion.",https://drive.google.com/file/d/1J6KaaqoGM4iEHVhGfJUrZXb6sTqwzmKL/view?usp=drive_link,https://drive.google.com/file/d/1UjEplxtAvVpl8vPXOx3lNGAOpyrIsv7Q/view?usp=drive_link,https://drive.google.com/file/d/1TCr9Bb9YQL_jLkcL63qVsL5pQxojLB_j/view?usp=drive_link,https://drive.google.com/file/d/13HfJNKxNCgf_EumherKbeFgQCEvMN81s/view?usp=drive_link
6a097a99d4c6f7eebc7f7fa2,Saudagar Farm,"Peternakan premium di Cianjur (sapi & domba) dikelola sarjana peternakan, prinsip syariah, untuk kurban, akikah, daging.",https://drive.google.com/file/d/1udp2z_q-BnrYEcJrzS9D47D0n-CpOYEN/view?usp=drive_link,https://drive.google.com/file/d/1xiBY2vdbocf9vtIDTjQTbABCjbOdLafo/view?usp=drive_link,,
6a097a9ad4c6f7eebc7f7fa5,Wine Manggis Probiotik,Minuman fermentasi probiotik dari buah manggis.,https://drive.google.com/file/d/1ryPvAxx1snV_REH2wdMxrDZ8p7wQdW5f/view?usp=drive_link,,,
6a097a9cd4c6f7eebc7f7fa8,Purunque,"Social enterprise Kalsel olah tanaman purun jadi kriya modern ekspor, lestarikan anyaman Banjar.",https://drive.google.com/open?id=1DLNvsY_px57B0y57ZiSNPYQxt57jCnV-&usp=drive_copy,https://drive.google.com/open?id=1J0f49cKHZmudzXgy6pMuXe5vfpRyWyQD&usp=drive_copy,https://drive.google.com/open?id=1UjH7Y7TN3DsDI1fVWbZo7VLJVtFqXI2M&usp=drive_copy,https://drive.google.com/open?id=1K5T-peRcr65RAdMdV29God6nCrGh844G&usp=drive_copy
6a097a9ed4c6f7eebc7f7fab,BOCHEZ,"Keju nabati dari kacang bogor & santan, lembut, tinggi protein & serat, untuk vegan & intoleran laktosa.",https://drive.google.com/open?id=1ePCE23uRLrpmgj9I4L-HSsxVsh-yj-wa&usp=drive_copy,https://drive.google.com/open?id=1r1qNmcJUGZ9Uy20UVIzWDdEHpNbfc2lW&usp=drive_copy,,
6a097a9fd4c6f7eebc7f7fae,Trunktone,"Peredam suara ramah lingkungan dari limbah kelapa sawit, karya mahasiswa IPB.",https://drive.google.com/open?id=1AksbzsZGJPZfgju0uB5_ncmuG1LlRwUU&usp=drive_copy,https://drive.google.com/open?id=1AksbzsZGJPZfgju0uB5_ncmuG1LlRwUU&usp=drive_copy,,
6a097aa1d4c6f7eebc7f7fb1,Glucodiab Drink,"Minuman herbal (kumis kucing, jahe, temulawak) stabilkan gula darah, izin BPOM, hasil riset IPB & SOHO.",https://drive.google.com/open?id=1iuiNVq8KBVp5k45L9tEceyp_66KVxenJ&usp=drive_copy,,,
6a097aa3d4c6f7eebc7f7fb4,ECOSKIN,"Perawatan tubuh dari ekstrak pandan (antioksidan tinggi) atasi psoriasis & kerontokan, ramah lingkungan.",https://drive.google.com/open?id=1mxl2sQC-QhwunMX6kpp26dMyjYvrG7AT&usp=drive_copy,https://drive.google.com/open?id=1ZFleNpM9tmTSdEB_44wuFHvgM7kt4dVx&usp=drive_copy,https://drive.google.com/open?id=1WaYKevBku7Jcees56YH-NQasgaSalvpM&usp=drive_copy,
6a097aa4d4c6f7eebc7f7fb7,Stamilic,"Suplemen black garlic, jahe merah, mint perkuat imun & metabolik, stabilkan gula darah & kolesterol, izin BPOM.",https://drive.google.com/open?id=1T0Y3tiPpgBuhGTsoq7qHEXTQGdHduqdA&usp=drive_copy,,,
6a097aa6d4c6f7eebc7f7fba,Whole Beta,"Suplemen bioteknologi (kacang hijau + ragi hitam) hasilkan Beta-Glukan, imbangi sistem imun.",https://drive.google.com/open?id=1xkE_U_Vo4KhpPrG03IemoXxCIl-eOWdB&usp=drive_copy,,,
6a097aa7d4c6f7eebc7f7fbd,PURULA,"Abon tabur dari peptida kedelai & rumput laut cegah stunting & anemia, karya BRIN.",https://drive.google.com/file/d/1-t6JYjsv14fVXWo9bb9U_vXJobe0stDq/view?usp=drive_link,https://drive.google.com/file/d/1_Lhg5Kl7UgNHZQotEPqxhqDTIeIC1OW6/view?usp=drive_link,https://drive.google.com/file/d/1i9x-ew3-iNW0AZgduh6WFcnd_3Ge23oJ/view?usp=drive_link,
6a097aa9d4c6f7eebc7f7fc0,BiskuNeo NG,"Biskuit darurat 500 kkal dari ubi kayu & tempe, tanpa masak, tahan 2 tahun, bisa di-drop dari udara.",https://drive.google.com/open?id=128EFhGaIXM79-Ig1Fwh-v8MfduN22o6o&usp=drive_copy,https://drive.google.com/open?id=1uSolYtZtbbs9sPDw03loyvNIPfomOwEg&usp=drive_copy,https://drive.google.com/open?id=1J8r3-hyUiQJ9tAiqRnDQOgDihrDsNhyi&usp=drive_copy,
6a097aabfe47469787ab211c,B-PRO,"Alat tes cepat antigen SARS-CoV-2 buatan BPPT & Prodia, sampel nasal, hasil 15 menit, TKDN tinggi.",https://drive.google.com/open?id=1iTM1HYM7NS7DqybfQIeJh3E3Sr4xR3Ul&usp=drive_copy,https://drive.google.com/open?id=1U5XHkN9sr1Mckhhv5JLO0HsmGPhiB7SC&usp=drive_copy,,
6a097aadfe47469787ab211f,SPL Rubber Airbag,"Kantong karet alam peluncuran kapal, standar ISO, hemat biaya dibanding dok konvensional.",https://drive.google.com/open?id=1ffSzAkEEizvUiNduRtZAMfmBJ8O-WG43&usp=drive_copy,https://drive.google.com/open?id=1dWRHKP0LBfMORkzoIx-0wusbjIFUD2F8&usp=drive_copy,,
6a097aaefe47469787ab2122,Implan SS316L,"Implan medical grade baja tahan karat hasil riset BRIN, biokompatibel, harga kompetitif.",https://drive.google.com/open?id=1JB06YT7fGf3HjJEhVxxsnBmyrphdEO86&usp=drive_copy,https://drive.google.com/open?id=1ID4-FTuEgcZ7QOOBP6EtCv1ZRneaVn66&usp=drive_copy,,
6a097ab0fe47469787ab2125,Kit Diagnostik DBD,"Rapid test deteksi virus dengue dari darah/serum/plasma, teknologi imunokromatografi.",https://drive.google.com/open?id=1NWn5C4RJPvkOlfO6I70-oIsFRixHejcd&usp=drive_copy,https://drive.google.com/open?id=17tNZ5fbZT2PJ-EyAvZfL_lJV8Y6vVvxe&usp=drive_copy,,
6a097ab2fe47469787ab2128,ADS-B,"Sistem pengawasan penerbangan berbasis satelit, pancarkan data posisi, ketinggian, kecepatan real-time.",https://drive.google.com/open?id=18YbFl7afkfsGCWrz_zbBHPDxYmPbzatl&usp=drive_copy,https://drive.google.com/open?id=1iwd5R8PxCAsDOgcP7OFHkdJ7qzPDosdQ&usp=drive_copy,,
6a097ab3fe47469787ab212b,Rotancraf,"Unit kreatif SMKN 2 Katingan Hilir, buat furnitur rotan modern dari rotan mentah.",https://drive.google.com/open?id=1qRoxXCzCYS1_zPLZzQyrD8J5SUYJMqMS&usp=drive_copy,https://drive.google.com/open?id=1rge9aPx15kFUS5qCk-XwLzy1t1LVXtMS&usp=drive_copy,https://drive.google.com/open?id=1zBeqDp2fx9yQBM3KtkcMkipSrFxadlsB&usp=drive_copy,
6a097ab5fe47469787ab212e,KTEMU,Perangkat tracker & aplikasi temukan barang yang hilang.,https://drive.google.com/open?id=1UyZFtxL3Ga97QzWeU9B6YWnRMSfF89o6&usp=drive_copy,https://drive.google.com/open?id=1Srpr03R5HhA5ZiRWRTZxxPOKljqNk0Md&usp=drive_copy,https://drive.google.com/open?id=1diJkHvYaKNWqtlcCaEtoOhQGn-TMDwB6&usp=drive_copy,
6a097ab6fe47469787ab2131,Kedelai Detara,"Varietas unggul kedelai nasional hasil mutasi radiasi, tahan hama & cekaman lingkungan.",https://drive.google.com/open?id=1j_9ODcY2ucG6RJ73svGewWOVZX9jfxUc&usp=drive_copy,,,
6a097ab8fe47469787ab2134,SoPure,"Parfum padat tanpa alkohol, berbasis minyak atsiri, lilin lebah, aman kulit sensitif.",https://drive.google.com/open?id=1OLO1ph1i9-P8qWke3z3r_77eDQAtOIL-&usp=drive_copy,https://drive.google.com/open?id=1GUDyN1kgVOD0GNaAGaLlOuESfwaL1P7U&usp=drive_copy,,
6a097abafe47469787ab2137,Marlin,Perangkat & aplikasi tentukan zona potensi penangkapan ikan secara akurat.,https://drive.google.com/open?id=1sBYImyOSq0qOxQdiXjaNaCu5NqOoJ3bB&usp=drive_copy,,,
6a097abbfe47469787ab213a,Pupuk Cair dari Air Lindi TOSS Center,"Fermentasi air lindi sampah organik jadi pupuk cair, dari TOSS Gema Santi, Klungkung.",https://drive.google.com/open?id=1Fs_ErBUwUsFc55BPdu0PJQtUHGW9orAG&usp=drive_copy,,,
6a097abdfe47469787ab213d,Palka Pendingin Tenaga Surya (Solar-Powered Cooling Box),"Freezer tenaga surya untuk kapal nelayan kecil, pakai IoT pantau suhu & baterai.",https://drive.google.com/open?id=1bsbq4YoPGSPSOlxL2lqujp2JwkUBP9kq&usp=drive_copy,,,
6a097abffe47469787ab2140,Agroforestri Nanas & Diversifikasi Produk Pascapanen (Desa Sungai Asam),"Optimalisasi budidaya & diversifikasi olahan (nanas kering, selai, fermentasi), agroforestri.",https://drive.google.com/open?id=1pV-n3OHY1UDcjjD9G0jilAxiiNH7tM5g&usp=drive_copy,,,
6a097ac0fe47469787ab2143,Insinerator Pengelolaan Sampah Ramah Lingkungan Desa Dukunanyar,"Alat bakar sampah tanpa asap pekat, buatan warga Dukunanyar, kurangi polusi.",https://drive.google.com/open?id=1UAD7WNzhq8BgYRuYCDRLGvQvpiZY9Vkp&usp=drive_copy,,,
6a0983180623d0976a16f34f,BATHARA (Sistem Pintar Pengendalian Hama Terpadu),"Sistem IoT kendali hama & penyakit tanaman, sensor cuaca mikro, terhubung aplikasi RiTx Bertani.",https://drive.google.com/open?id=1xobzAH5IIkZIJJKEV8mjSaiLIeS-P-Hp&usp=drive_copy,,,
6a097ac3fe47469787ab2146,Polinela Genvo 1 – Smart Irrigation and Fertilizer System,"Sistem irigasi & pemupukan presisi berbasis sensor & internet, karya Polinela.",https://drive.google.com/open?id=1lFrU1q0-w1A2jk_SzzfrmWvEJBWyNmTD&usp=drive_copy,,,
6a097ac5fe47469787ab2149,UDAWA Smart System (Universal Digital Agriculture Workflow Assistant),"Smart farming open source, hardware & kode terbuka, dapat dimodifikasi siapa saja.",https://drive.google.com/open?id=1LjEGS7bEmDIXK5ZY2u3mshmUXY3W8qCq&usp=drive_copy,,,
6a097ac7fe47469787ab214c,IoT Smart Urban Farming Kelurahan Gunung Sari Ulu,Sistem penyiraman otomatis untuk urban farming di Balikpapan.,https://drive.google.com/open?id=1PFi8kKLcCV2sWYhBpiIHGvIFKrhSlqrL&usp=drive_copy,,,
6a097ac8fe47469787ab214f,Smart Agriculture - taniPINTAR,"Platform IoT pantau tanah, cuaca, irigasi, hama real-time, dashboard terpadu.",https://drive.google.com/open?id=1HfANPNt1V15H-0QmtxD-Qo8p8QprgzQl&usp=drive_copy,,,
6a097acafe47469787ab2152,ASLI CANTIK – Aspal Limbah Campur Plastik,Campuran limbah plastik & aspal/polimer aspal jadi material jalan ramah lingkungan.,https://drive.google.com/open?id=1_f_4rtLvf6MCHVf87HEovejiwH4QDzdg&usp=drive_copy,,,
6a097acbfe47469787ab2155,JakGreen (Green Transformation & Sustainable Infrastructure Program),Inisiatif hijau PT Jakarta Propertindo untuk pembangunan rendah emisi di Jakarta.,https://drive.google.com/open?id=1n0ZQZBANIgkLbxRGWvbFX1_5mNlrVdkI&usp=drive_copy,https://drive.google.com/open?id=1nxIvQ_JLCP-yIcROzqKOwZvwfNn02C9e&usp=drive_copy,,
6a097acdfe47469787ab2158,Abu Sekam Padi Jadi Paving Block,Pemanfaatan limbah abu sekam padi untuk paving block jalan desa.,https://drive.google.com/open?id=1GHjar3H4NDyopPvX6ufH61A6uKylH6AN&usp=drive_copy,,,
6a097acffe47469787ab215b,SITABA – Sistem Tanggap Bencana,"Platform web data bencana (lokasi, waktu, jenis, kebutuhan, infrastruktur) untuk mitigasi & keputusan.",https://drive.google.com/open?id=1utRpeLT5C47mtkzGetxGTlcI5cZMH1-N&usp=drive_copy,,,
6a097ad0fe47469787ab215e,SRV 151,"Aplikasi web pantau & pelihara jaringan perangkat daerah, koneksi, CCTV.",https://drive.google.com/open?id=18lYWuS2W5riV0EVNFhM4CV-c0u7b6vfx&usp=drive_copy,,,
6a097ad2fe47469787ab2161,SIGI PUPR (Sistem Informasi Geospasial Infrastruktur),"Web GIS infrastruktur nasional (jalan, bendungan, aset) untuk analisis & layanan publik.",https://drive.google.com/open?id=1XTQkJMbRbi1gyE4ummWH2qtURKY4osCy&usp=drive_copy,,,
6a097ad3fe47469787ab2164,SIBAMA versi 2 – Sistem Informasi Banyu Malang,Aplikasi info drainase real-time seluruh Kota Malang.,https://drive.google.com/open?id=1WNN27GnCsfXgl9iYVfshMVZXEgmU3oSA&usp=drive_copy,,,
6a097ad5fe47469787ab2167,MIS L2T2 – Sistem Informasi Terpadu Layanan Lumpur Tinja Terjadwal,Sistem informasi layanan lumpur tinja terjadwal di Kota Malang.,https://drive.google.com/open?id=1t13H3JUuuN7hJCfhI3inC6fYK3BqRgtw&usp=drive_copy,,,
6a097ad7fe47469787ab216a,SiPraBU – Sistem Informasi Perencanaan Infrastruktur Bengkulu Utara,Aplikasi perencanaan infrastruktur Kabupaten Bengkulu Utara.,https://drive.google.com/open?id=1aY7qbeYRCKW64AFzKE-diNMI47bvBIZq&usp=drive_copy,,,
6a097ad8fe47469787ab216d,Go Mandalika,"Platform digital promosi destinasi, event, penginapan, kuliner, UMKM Mandalika.",https://drive.google.com/open?id=1tjbxcmYYfEnCXjIS0UR-xpyciZSljYwB&usp=drive_copy,,,
6a097adafe47469787ab2170,JEMARI – Jembatan Informasi Desa Langensari,"Sistem informasi digital desa untuk transparansi, pelayanan publik, komunikasi warga-perangkat desa.",https://drive.google.com/open?id=1SB4sOrN1NihxI3imFhl_ct31UYSjzFL0&usp=drive_copy,,,
6a097adcfe47469787ab2173,D-Ruminansia,IoT pemantau mikroklimat & kenyamanan kandang sapi perah.,https://drive.google.com/open?id=1qamriBz0_QXyem8MSsUA59uLcauYRMb6&usp=drive_copy,,,
6a097addfe47469787ab2176,Robot Pendeteksi Penyakit Cabai,Robot cerdas kenali gejala awal antraknosa pada tanaman cabai secara visual.,https://drive.google.com/open?id=1PJj0hOSTFw_CQYsKJpZw2LurXokytuPX&usp=drive_copy,,,
6a097adffe47469787ab2179,Borneo Kombucha,Teh probiotik fermentasi dari daun teh & gula.,https://drive.google.com/open?id=1YDwUPKOHs3djrIumK3o5GciTlxInmUUJ&usp=drive_copy,,,
6a097ae1fe47469787ab217c,SATRIA-KEREN,Aplikasi analitik ukur kinerja keberlanjutan rantai pasok pabrik gula & prediksi rendemen tebu.,https://drive.google.com/open?id=1nl17yUVgcbIiiOaOga-KmGRnsOym_opT&usp=drive_copy,,,
6a097ae2fe47469787ab217f,AWS Komunitas,Jaringan stasiun cuaca otomatis berbasis komunitas untuk pertanian.,https://drive.google.com/open?id=1B4OpKkzyf7_jSfkKuJ8mEKPSmaw6K7Dm&usp=drive_copy,,,
6a097ae56c27687cfbe91e10,Website Digital Desa Tanakaraeng,Platform layanan informasi & komunikasi desa berbasis web.,https://drive.google.com/open?id=1ssDAKtUR52x3gcuCMhIFA4EK-kNaIQK7&usp=drive_copy,,,
6a097ae73f4908fd030f0d3d,PINTU DESA," Inovasi pengelolaan data desa akurat, mutakhir, terintegrasi.",https://drive.google.com/open?id=1TOtHlB3EAUaLFVzYxtpeLdx5-zzsEoqV&usp=drive_copy,,,